Frame,Entropy(bits),Avg_Gradient,PSNR,SSIM,Processing_Time(ms)
61,6.352983426861006,27.09159533904813,31.940003778529388,0.7866505318540952,48.12983943818492
62,6.198491572653144,12.502877238815373,28.974105741520997,0.9016216990997761,27.45328296558353
63,6.108919770360661,19.782593378942664,33.43059685083223,0.846671872254687,25.63862507294978
64,5.0928077028330945,20.32555629730474,31.379047546650103,0.7004205348069277,34.69925392870524
65,5.192288320558539,10.724500732003687,33.45725258248245,0.9442586601883527,27.6914326530093
66,5.5622980516843885,17.918322215149004,33.2055372886365,0.7171706214744324,25.148088323486686
67,5.214222447860769,23.51660155666951,30.494170336236003,0.7434935443159416,24.05296746280247
68,6.344180940555063,23.54740679510124,33.730411783310934,0.9116398783358981,23.418176704526648
69,5.935124890534736,15.803547804095643,27.671546863544194,0.9198396733386959,38.41403077358669
70,5.693492047247762,17.83979043844698,29.391928266628604,0.7081380099043236,40.04238654252821
71,6.438579615676961,22.214029210755037,32.53237880567248,0.80340823547915,46.8493555476576
72,5.24263212026192,22.088202447168328,32.546612249086564,0.7590499728170067,31.9183260851326
73,6.192473469284561,23.522663743911068,34.18348650119772,0.7047886683408173,21.85078090677481
74,6.315599472540198,17.278865453708335,27.82124333684157,0.7852560990610895,20.576864356142515
75,6.474812721542742,17.861083294649426,32.3170301585569,0.8900572590779572,24.376631189202747
76,6.431303134216695,26.524336117376407,27.705195963309258,0.8451387212848925,33.87024755291817
77,5.193560968419198,24.571395351592074,25.673322452999336,0.9024984505238833,20.323479302491428
78,6.40737175514006,19.915686318342054,33.347802210552764,0.9315923959804597,45.53913764074989
79,5.529048966023,12.6898052604006,31.06793013093162,0.8273087686053191,37.58976529862274
80,6.298756831773072,16.069511661494094,29.14646061125367,0.8697101127236129,45.2892096692714
81,5.143705794590639,10.590164196994538,26.5336521110023,0.8287684144092884,38.52657749599716
82,5.2769401861105845,21.541599743142974,27.236378595713838,0.8854727431144862,33.55147368860585
83,5.761872839839448,19.3031413662719,34.56438832558473,0.9360566916071988,41.258257647047
84,6.758343900310438,29.117672364191456,26.297503322043102,0.7288384643710495,46.018082471739596
85,6.728265072953393,22.721137896437213,34.11228701983244,0.9284242380732313,30.500894167943493
86,6.773018264804683,24.69400303531244,26.20378235522009,0.8860006316105556,39.685163693202014
87,5.746018803315474,21.66511234911256,34.53525534719826,0.8921128367252606,42.04940620000638
88,5.845191206945903,19.003587332599828,31.592294992631818,0.768008368813679,22.49442973108721
89,5.499258761007639,24.514878096500038,29.64637301130317,0.7457851037270826,35.35196663790418
90,5.463708531812507,13.756469289888141,30.332542578521316,0.7571981072097975,22.369415612086023
91,5.529866053837201,28.695480768592663,34.20747490135906,0.7726867859105703,25.6019990443284
92,5.982220786579124,18.162363574824422,33.02730454174652,0.9443581506963137,48.87267462194162
93,6.343007616762324,23.98989716819571,25.552494482623292,0.9057705706838928,45.063036349273446
94,6.1476541283847475,14.603886621138942,27.3188424270114,0.7714178370393905,45.08602593359946
95,6.963448419310177,19.943650687965988,30.180757239231397,0.8729452887574776,45.08012469261835
96,6.959157042102952,15.329940247335509,29.612561356011025,0.9054331762241394,42.44877630526322
97,6.99152173685556,17.526606172510995,31.12207565300423,0.7897280738080296,33.53449550094528
98,6.101401128569985,12.640397775982745,30.27377679026991,0.7211943849277118,40.336788828287034
99,6.202792567265022,23.62196460403629,31.201936926825123,0.7771135216885646,26.932156839957372
100,5.750902715172783,22.675102022343268,32.08008946221171,0.8887711904974048,21.88190793814636
